Particle # ,      x (cm)      ,      y (cm)      ,      z (cm)      ,  n_H (c^m-3)  ,   T_gas (K)   ,  T_dust (K)   , chi (Draine)  , Type (I|P|D)
      4348 , +7.110891754E+18 , -1.800718797E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4349 , +7.235306278E+18 , -1.207358716E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4350 , +7.310297502E+18 , -6.057475337E+17 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4351 , +7.335350119E+18 , +1.282553565E+12 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4352 , +9.669205517E+18 , +8.012131805E+17 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4353 , +9.570016408E+18 , +1.596953294E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4354 , +9.405454132E+18 , +2.381784612E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4355 , +9.176644961E+18 , +3.150347311E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4356 , +8.885147162E+18 , +3.897386792E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4357 , +8.532957169E+18 , +4.617806131E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4358 , +8.122478724E+18 , +5.306680587E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4359 , +7.656513623E+18 , +5.959301416E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4360 , +7.138246286E+18 , +6.571219070E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4361 , +6.571219070E+18 , +7.138246286E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4362 , +5.959301416E+18 , +7.656513623E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4363 , +5.306680587E+18 , +8.122478724E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4364 , +4.617806131E+18 , +8.532957169E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4365 , +3.897386792E+18 , +8.885147162E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4366 , +3.150344226E+18 , +9.176644961E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4367 , +2.381784612E+18 , +9.405454132E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4368 , +1.596952986E+18 , +9.570016408E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4369 , +8.012134890E+17 , +9.669205517E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4370 , -4.241029458E+11 , +9.702342610E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4371 , -8.012141062E+17 , +9.669205517E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4372 , -1.596954837E+18 , +9.570016408E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4373 , -2.381785538E+18 , +9.405454132E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4374 , -3.150344226E+18 , +9.176644961E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4375 , -3.897386792E+18 , +8.885147162E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4376 , -4.617806131E+18 , +8.532957169E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4377 , -5.306680587E+18 , +8.122475638E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4378 , -5.959304501E+18 , +7.656510538E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4379 , -6.571219070E+18 , +7.138246286E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4380 , -7.138246286E+18 , +6.571219070E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4381 , -7.656513623E+18 , +5.959301416E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4382 , -8.122478724E+18 , +5.306677501E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4383 , -8.532957169E+18 , +4.617806131E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4384 , -8.885147162E+18 , +3.897386792E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4385 , -9.176644961E+18 , +3.150344226E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4386 , -9.405454132E+18 , +2.381783378E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4387 , -9.570016408E+18 , +1.596953603E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4388 , -9.669205517E+18 , +8.012128719E+17 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4389 , -9.702342610E+18 , -8.482058915E+11 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4390 , -9.669205517E+18 , -8.012147233E+17 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4391 , -9.570016408E+18 , -1.596955454E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4392 , -9.405454132E+18 , -2.381784921E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4393 , -9.176644961E+18 , -3.150347311E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4394 , -8.885147162E+18 , -3.897389877E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4395 , -8.532957169E+18 , -4.617806131E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4396 , -8.122478724E+18 , -5.306680587E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4397 , -7.656513623E+18 , -5.959301416E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4398 , -7.138246286E+18 , -6.571219070E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4399 , -6.571219070E+18 , -7.138246286E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4400 , -5.959301416E+18 , -7.656513623E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4401 , -5.306677501E+18 , -8.122478724E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4402 , -4.617803045E+18 , -8.532957169E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4403 , -3.897386792E+18 , -8.885147162E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4404 , -3.150347311E+18 , -9.176644961E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4405 , -2.381781835E+18 , -9.405454132E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4406 , -1.596954529E+18 , -9.570016408E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4407 , -8.012091691E+17 , -9.669205517E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4408 , +1.156992897E+11 , -9.702342610E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4409 , +8.012137976E+17 , -9.669205517E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4410 , +1.596954529E+18 , -9.570016408E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4411 , +2.381786463E+18 , -9.405454132E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4412 , +3.150347311E+18 , -9.176644961E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4413 , +3.897389877E+18 , -8.885147162E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4414 , +4.617809216E+18 , -8.532954083E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4415 , +5.306677501E+18 , -8.122478724E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4416 , +5.959301416E+18 , -7.656513623E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4417 , +6.571219070E+18 , -7.138246286E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4418 , +7.138249372E+18 , -6.571219070E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4419 , +7.656513623E+18 , -5.959301416E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4420 , +8.122478724E+18 , -5.306677501E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4421 , +8.532957169E+18 , -4.617803045E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4422 , +8.885150247E+18 , -3.897383706E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4423 , +9.176644961E+18 , -3.150347311E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4424 , +9.405457218E+18 , -2.381780292E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4425 , +9.570016408E+18 , -1.596952677E+18 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4426 , +9.669205517E+18 , -8.012119462E+17 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4427 , +9.702342610E+18 , +1.696411783E+12 , +2.826196563E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4428 , +1.196206460E+19 , +9.912048350E+17 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4429 , +1.183935646E+19 , +1.975639076E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4430 , +1.163577270E+19 , +2.946577489E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4431 , +1.135270189E+19 , +3.897386792E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4432 , +1.099208491E+19 , +4.821575027E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4433 , +1.055637796E+19 , +5.712826740E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4434 , +1.004856182E+19 , +6.565053886E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4435 , +9.472101684E+18 , +7.372433794E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4436 , +8.830937976E+18 , +8.129452356E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4437 , +8.129452356E+18 , +8.830937976E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4438 , +7.372433794E+18 , +9.472101684E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4439 , +6.565053886E+18 , +1.004856182E+19 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4440 , +5.712826740E+18 , +1.055637796E+19 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4441 , +4.821575027E+18 , +1.099208491E+19 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4442 , +3.897386792E+18 , +1.135270189E+19 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4443 , +2.946577797E+18 , +1.163577270E+19 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4444 , +1.975638459E+18 , +1.183935646E+19 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4445 , +9.912051436E+17 , +1.196206460E+19 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4446 , -5.246705195E+11 , +1.200306092E+19 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4447 , -9.912063779E+17 , +1.196206460E+19 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4448 , -1.975641236E+18 , +1.183935646E+19 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4449 , -2.946578723E+18 , +1.163576962E+19 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4450 , -3.897386792E+18 , +1.135270189E+19 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4451 , -4.821575027E+18 , +1.099208491E+19 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4452 , -5.712826740E+18 , +1.055637796E+19 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4453 , -6.565053886E+18 , +1.004856182E+19 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4454 , -7.372433794E+18 , +9.472101684E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4455 , -8.129455441E+18 , +8.830937976E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4456 , -8.830937976E+18 , +8.129452356E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4457 , -9.472104770E+18 , +7.372433794E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4458 , -1.004856182E+19 , +6.565050801E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4459 , -1.055637796E+19 , +5.712826740E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4460 , -1.099208491E+19 , +4.821575027E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4461 , -1.135270189E+19 , +3.897386792E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4462 , -1.163577270E+19 , +2.946575637E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4463 , -1.183935646E+19 , +1.975639385E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4464 , -1.196206460E+19 , +9.912048350E+17 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4465 , -1.200306092E+19 , -1.049341008E+12 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4466 , -1.196206460E+19 , -9.912066865E+17 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4467 , -1.183935646E+19 , -1.975641545E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4468 , -1.163577270E+19 , -2.946577797E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4469 , -1.135270189E+19 , -3.897392963E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4470 , -1.099208491E+19 , -4.821578113E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4471 , -1.055637796E+19 , -5.712826740E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4472 , -1.004856182E+19 , -6.565053886E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4473 , -9.472104770E+18 , -7.372430708E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4474 , -8.830937976E+18 , -8.129455441E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4475 , -8.129452356E+18 , -8.830937976E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4476 , -7.372433794E+18 , -9.472101684E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4477 , -6.565050801E+18 , -1.004856182E+19 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4478 , -5.712823654E+18 , -1.055637796E+19 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4479 , -4.821571942E+18 , -1.099208491E+19 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4480 , -3.897389877E+18 , -1.135270189E+19 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4481 , -2.946574095E+18 , -1.163577270E+19 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4482 , -1.975640310E+18 , -1.183935646E+19 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4483 , -9.911998980E+17 , -1.196206769E+19 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4484 , +1.431350805E+11 , -1.200306092E+19 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4485 , +9.912057608E+17 , -1.196206460E+19 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4486 , +1.975640619E+18 , -1.183935646E+19 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4487 , +2.946579649E+18 , -1.163576962E+19 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4488 , +3.897389877E+18 , -1.135270189E+19 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4489 , +4.821578113E+18 , -1.099208182E+19 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4490 , +5.712829825E+18 , -1.055637488E+19 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4491 , +6.565053886E+18 , -1.004856182E+19 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4492 , +7.372433794E+18 , -9.472101684E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4493 , +8.129452356E+18 , -8.830937976E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4494 , +8.830941062E+18 , -8.129452356E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4495 , +9.472104770E+18 , -7.372430708E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4496 , +1.004856182E+19 , -6.565050801E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4497 , +1.055638105E+19 , -5.712823654E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4498 , +1.099208799E+19 , -4.821571942E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4499 , +1.135270189E+19 , -3.897389877E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4500 , +1.163577270E+19 , -2.946571935E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4501 , +1.183935646E+19 , -1.975638459E+18 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4502 , +1.196206460E+19 , -9.912036008E+17 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4503 , +1.200306092E+19 , +2.098682047E+12 , +2.736422165E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4504 , +1.417320877E+19 , +1.174425587E+18 , +2.627955349E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4505 , +1.402781781E+19 , +2.340828412E+18 , +2.627955349E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4506 , +1.378660113E+19 , +3.491240639E+18 , +2.627955349E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4507 , +1.345120956E+19 , +4.617806131E+18 , +2.627955349E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4508 , +1.302392960E+19 , +5.712826740E+18 , +2.627955349E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4509 , +1.250768647E+19 , +6.768819698E+18 , +2.627955349E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4510 , +1.190600092E+19 , +7.778579947E+18 , +2.627955349E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4511 , +1.122298617E+19 , +8.735198655E+18 , +2.627955349E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4512 , +1.046330467E+19 , +9.632149614E+18 , +2.627955349E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
