   9.676003      -2.104488      -1.335405    
  -8.687463       1.062178       2.407446    
 -0.3506613      0.5017415       4.148768    
   3.869368       4.287987       3.945772    
  -8.859418       3.159294       2.186950    
  -1.280233      -1.782142       8.434306    
   4.983981      -6.367911       3.061049    
   5.859113      -1.173511       4.324164    
  -7.618073       2.115881      -2.915355    
  0.1422835      -4.150927       5.523130    
   6.077462      -4.572970      -3.706694    
  -4.737754      -4.036903       6.076685    
 -2.4821935E-02  0.5807800      -9.911323    
  -7.328575      -2.586815      -2.607586    
  -3.228219      -4.943186      -7.978427    
   7.953752      -3.826864       1.755692    
  0.6091146      -4.917440      -1.845684    
  -3.360198      -2.938825       5.359246    
 -0.4958173      -4.161949      -8.371623    
  -6.757573       3.632177       1.984219    
  0.7466390     -4.5115702E-02  -8.173447    
   3.174043       2.107143      -8.231803    
   7.363068      -2.554664      -4.542095    
  -6.468227      -2.495106      -5.588998    
  -3.227814      -2.274301      0.1550553    
  -5.042388     -0.6359790     -0.9022329    
  -4.272427      -7.732034       3.768466    
 -0.6342168       8.704947     -6.4185701E-02
  -2.440047     -0.7803919       3.386342    
  0.4695348      -1.698894       6.996388    
   6.838900      -2.053189      -4.668246    
  -3.710054      -2.583854       1.761737    
  0.4911406       2.261556       2.807112    
  4.7808509E-02   2.424239       3.968299    
  -5.653183      -2.531088       4.447602    
  -2.290830       1.712071      0.4618303    
   9.151278      0.2843277      -3.821797    
   1.143593      -1.807589       4.590939    
 -0.8956544      -8.621913      -1.440226    
   1.819032      -3.075995      -3.319689    
  -6.489062      -1.188864      -6.226758    
  -6.555386       4.125346      -4.028955    
  -6.150039       1.120495      -3.335524    
  -1.944957      -6.316444      -4.016963    
  -2.960816      0.8379782      -5.572698    
  -1.820459      -5.044250      -7.617574    
 -0.1495392      -4.245755      -4.282263    
  -4.622564      -4.271118      -2.305272    
  -1.021414       1.654950      -9.697640    
   8.357401      -3.872344       3.131180    
   3.615292       7.311471      0.5639341    
  -3.419849       4.304121       4.696563    
  -8.321560       1.644543      -2.070220    
   1.869784       5.744924       3.149286    
  -2.046764     -0.5697793      -7.152732    
   2.271708      -3.305904      -3.083700    
  -4.587214      -7.629193     -0.5167124    
   3.420305       2.993332      -8.521120    
  0.4164944       9.184587      -2.524046    
  0.5743893       1.457533       5.202548    
  -4.765898      -2.380206      -4.201847    
   4.523183       7.178613       4.007670    
  -5.871231      -1.696996       3.239123    
   1.418798       1.920849       7.855712    
  -3.818393       2.549948      -1.077320    
   2.483247       3.735202      -8.555946    
  -4.624006       4.845246       7.134004    
 -0.7864786      -6.134995      -2.945291    
   5.219042      -1.563883      -4.759157    
  0.6923791       6.633867      -1.077515    
   4.421312      -6.991744       4.572190    
  -7.874334      0.4544590      -1.977087    
  -3.242962      -4.545922       3.479846    
   4.821945      -6.743653       1.724960    
  -4.763096       5.844471       4.151629    
   5.341820     -0.7270872       6.246935    
  -4.099450       5.066912      -3.206077    
   9.344857      -2.419676     -0.8466672    
  -2.658683       9.022255      -2.602197    
  -2.993104      -2.761210      -3.830487    
   2.265140      -7.287776       4.586571    
  0.1060078      -4.574022       5.704323    
  -2.804070     -0.4477949      -1.244182    
   5.991844      -6.294143      -2.686534    
  0.6598884       3.748634      -8.595467    
  0.8545517      -1.347169      -8.183057    
  -1.615745       4.812688      -2.343251    
 -0.6063504      -1.498536      -2.438457    
   4.295383       1.546735      -7.886736    
   1.769086       3.309279       6.987619    
 -0.7565852      -8.107223       3.414910    
   7.575359       4.660867       1.896699    
  -1.278443      -2.751602      -2.044025    
  -6.767783     -0.2465930     -0.3086566    
  -2.191506       7.151539      -1.331662    
   3.437079     -0.5455807       5.673931    
  -2.799414       7.178853      -4.643847    
  -4.039363      -3.701730       3.048661    
  0.2716446       1.702576      -9.635131    
  -2.175109      -6.712425      -6.831268    
  4.1943859E-02   8.158852      0.9598026    
  -6.240479       2.719435       6.834956    
  -7.071751      0.8516604       2.937346    
  -5.392330       4.338770      -5.492099    
  -1.013193      -6.487187      -1.009441    
   2.630605       4.167696       1.739864    
  0.9924080       7.193309      -3.625010    
   1.903952     -7.6946720E-02  -5.518623    
  0.8019338       3.679733       2.164167    
   3.981478       1.148113      -4.067688    
  -4.278385       2.102052       8.245337    
  -1.150800       3.137611       3.930356    
   6.371294      -4.883991      -2.780934    
   1.593106       8.642489      -2.363756    
   7.617043     -0.5918284      -1.805944    
  -4.162683       6.783819       2.127466    
  -8.639639       2.443274      -1.264585    
   3.860699       7.063582      -3.177806    
  -6.216029       1.691197      0.7686281    
  -2.055595       6.480083      -2.764302    
  -4.059952       2.265315       3.630152    
   3.804241       4.825111       6.354484    
   1.345348      -8.511313      -1.319383    
   5.557663      -5.453143      -4.875417    
  -2.675446      -3.453356       1.532184    
  -3.872673      -1.043043      -3.128782    
  -6.392358     -0.4394869      0.5288051    
  -2.902642     -0.9478700      -7.353752    
  3.6532409E-02   4.605589       3.434234    
  -1.172625       8.165555      -5.472172    
  -5.872992      -5.067050       1.603945    
   2.523819      -2.941168      -2.086309    
  -4.043922      -5.007743      -2.716963    
  -3.348920      -2.198613      -1.832490    
  -1.460881       2.896959       5.226400    
  -7.480907       2.287661       5.737717    
  -2.968307     -0.3188314       8.482461    
   5.289886      -1.923646      -7.221894    
  0.7113107       6.566098     -0.4164577    
  -2.600018       3.953771       4.866739    
   3.773238     -0.6695144      -3.739847    
  -6.122963       1.728336      -4.177669    
  -5.512931      -6.441351      -4.343493    
   8.662750       1.444348      -1.871558    
   5.011373      -1.674999       4.021345    
  -1.567051      0.4860185       7.934197    
  -1.249617       1.944332      -9.602877    
  -2.623775      -8.871265       3.418156    
  -1.090363      -8.198154      -4.134175    
   6.551750      -3.483498       1.805655    
   1.825300       8.793781       1.330470    
  -6.760159      -2.599367      -5.345480    
  0.5395929       9.320840       2.244562    
   6.439010       2.002290      0.9131261    
   4.610428      -4.740539      -3.566097    
   1.980711      -4.492327      -4.636999    
