Particle #,x (cm),y (cm),z (cm),n_H (cm-3),T_gas (K),T_dust (K),chi (Draine),Type (I|P|D)
4091,+1.9453870E+18,-1.5900779E+18,-7.9503896E+18,1.0350000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4092,+1.9469270E+18,-1.5900779E+18,-7.9503896E+18,1.0300000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4093,+1.9484746E+18,-1.5900779E+18,-7.9503896E+18,1.0250000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4094,+1.9500296E+18,-1.5900779E+18,-7.9503896E+18,1.0200000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4095,+1.9515924E+18,-1.5900779E+18,-7.9503896E+18,1.0150000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4096,+1.9531628E+18,-1.5900779E+18,-7.9503896E+18,1.0100000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4097,+1.9547411E+18,-1.5900779E+18,-7.9503896E+18,1.0050000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4098,+1.9548993E+18,-1.5900779E+18,-7.9503896E+18,1.0045000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4099,+1.9550577E+18,-1.5900779E+18,-7.9503896E+18,1.0040000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4100,+1.9552161E+18,-1.5900779E+18,-7.9503896E+18,1.0035000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4101,+1.9553746E+18,-1.5900779E+18,-7.9503896E+18,1.0030000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4102,+1.9555331E+18,-1.5900779E+18,-7.9503896E+18,1.0025000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4103,+1.9556918E+18,-1.5900779E+18,-7.9503896E+18,1.0020000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4104,+1.9558505E+18,-1.5900779E+18,-7.9503896E+18,1.0015000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4105,+1.9560093E+18,-1.5900779E+18,-7.9503896E+18,1.0010000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4106,+1.9561682E+18,-1.5900779E+18,-7.9503896E+18,1.0005000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4107,+1.9563272E+18,-1.5900779E+18,-7.9503896E+18,1.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4108,-1.9563272E+18,+0.0000000E+00,-7.9503896E+18,1.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4109,-1.9561682E+18,+0.0000000E+00,-7.9503896E+18,1.0005000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4110,-1.9560093E+18,+0.0000000E+00,-7.9503896E+18,1.0010000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4111,-1.9558505E+18,+0.0000000E+00,-7.9503896E+18,1.0015000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4112,-1.9556918E+18,+0.0000000E+00,-7.9503896E+18,1.0020000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4113,-1.9555331E+18,+0.0000000E+00,-7.9503896E+18,1.0025000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4114,-1.9553746E+18,+0.0000000E+00,-7.9503896E+18,1.0030000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4115,-1.9552161E+18,+0.0000000E+00,-7.9503896E+18,1.0035000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4116,-1.9550577E+18,+0.0000000E+00,-7.9503896E+18,1.0040000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4117,-1.9548993E+18,+0.0000000E+00,-7.9503896E+18,1.0045000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4118,-1.9547411E+18,+0.0000000E+00,-7.9503896E+18,1.0050000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4119,-1.9531628E+18,+0.0000000E+00,-7.9503896E+18,1.0100000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4120,-1.9515924E+18,+0.0000000E+00,-7.9503896E+18,1.0150000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4121,-1.9500296E+18,+0.0000000E+00,-7.9503896E+18,1.0200000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4122,-1.9484746E+18,+0.0000000E+00,-7.9503896E+18,1.0250000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4123,-1.9469270E+18,+0.0000000E+00,-7.9503896E+18,1.0300000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4124,-1.9453870E+18,+0.0000000E+00,-7.9503896E+18,1.0350000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4125,-1.9438544E+18,+0.0000000E+00,-7.9503896E+18,1.0400000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4126,-1.9423291E+18,+0.0000000E+00,-7.9503896E+18,1.0450000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4127,-1.9408112E+18,+0.0000000E+00,-7.9503896E+18,1.0500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4128,-1.9260197E+18,+0.0000000E+00,-7.9503896E+18,1.1000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4129,-1.9118857E+18,+0.0000000E+00,-7.9503896E+18,1.1500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4130,-1.8983531E+18,+0.0000000E+00,-7.9503896E+18,1.2000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4131,-1.8853729E+18,+0.0000000E+00,-7.9503896E+18,1.2500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4132,-1.8729017E+18,+0.0000000E+00,-7.9503896E+18,1.3000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4133,-1.8609011E+18,+0.0000000E+00,-7.9503896E+18,1.3500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4134,-1.8493369E+18,+0.0000000E+00,-7.9503896E+18,1.4000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4135,-1.8381785E+18,+0.0000000E+00,-7.9503896E+18,1.4500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4136,-1.8273983E+18,+0.0000000E+00,-7.9503896E+18,1.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4137,-1.7365367E+18,+0.0000000E+00,-7.9503896E+18,2.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4138,-1.6658666E+18,+0.0000000E+00,-7.9503896E+18,2.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4139,-1.6080456E+18,+0.0000000E+00,-7.9503896E+18,3.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4140,-1.5591201E+18,+0.0000000E+00,-7.9503896E+18,3.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4141,-1.5167180E+18,+0.0000000E+00,-7.9503896E+18,4.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4142,-1.4793044E+18,+0.0000000E+00,-7.9503896E+18,4.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4143,-1.4458291E+18,+0.0000000E+00,-7.9503896E+18,5.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4144,-1.4155419E+18,+0.0000000E+00,-7.9503896E+18,5.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4145,-1.3878884E+18,+0.0000000E+00,-7.9503896E+18,6.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4146,-1.2008204E+18,+0.0000000E+00,-7.9503896E+18,1.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4147,-1.0830368E+18,+0.0000000E+00,-7.9503896E+18,1.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4148,-9.9708666E+17,+0.0000000E+00,-7.9503896E+18,2.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4149,-9.2942377E+17,+0.0000000E+00,-7.9503896E+18,2.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4150,-8.7363156E+17,+0.0000000E+00,-7.9503896E+18,3.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4151,-8.2616655E+17,+0.0000000E+00,-7.9503896E+18,3.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4152,-7.8486582E+17,+0.0000000E+00,-7.9503896E+18,4.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4153,-7.4831231E+17,+0.0000000E+00,-7.9503896E+18,4.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4154,-7.1552720E+17,+0.0000000E+00,-7.9503896E+18,5.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4155,-5.0630642E+17,+0.0000000E+00,-7.9503896E+18,1.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4156,-3.8010976E+17,+0.0000000E+00,-7.9503896E+18,1.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4157,-2.8976442E+17,+0.0000000E+00,-7.9503896E+18,2.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4158,-2.1940699E+17,+0.0000000E+00,-7.9503896E+18,2.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4159,-1.6179547E+17,+0.0000000E+00,-7.9503896E+18,3.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4160,-1.1302008E+17,+0.0000000E+00,-7.9503896E+18,3.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4161,-7.0730771E+16,+0.0000000E+00,-7.9503896E+18,4.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4162,-3.3404998E+16,+0.0000000E+00,-7.9503896E+18,4.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4163,+0.0000000E+00,+0.0000000E+00,-7.9503896E+18,5.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4164,+3.3404998E+16,+0.0000000E+00,-7.9503896E+18,4.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4165,+7.0730771E+16,+0.0000000E+00,-7.9503896E+18,4.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4166,+1.1302008E+17,+0.0000000E+00,-7.9503896E+18,3.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4167,+1.6179547E+17,+0.0000000E+00,-7.9503896E+18,3.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4168,+2.1940699E+17,+0.0000000E+00,-7.9503896E+18,2.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4169,+2.8976442E+17,+0.0000000E+00,-7.9503896E+18,2.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4170,+3.8010976E+17,+0.0000000E+00,-7.9503896E+18,1.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4171,+5.0630642E+17,+0.0000000E+00,-7.9503896E+18,1.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4172,+7.1552720E+17,+0.0000000E+00,-7.9503896E+18,5.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4173,+7.4831231E+17,+0.0000000E+00,-7.9503896E+18,4.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4174,+7.8486582E+17,+0.0000000E+00,-7.9503896E+18,4.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4175,+8.2616655E+17,+0.0000000E+00,-7.9503896E+18,3.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4176,+8.7363156E+17,+0.0000000E+00,-7.9503896E+18,3.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4177,+9.2942377E+17,+0.0000000E+00,-7.9503896E+18,2.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4178,+9.9708666E+17,+0.0000000E+00,-7.9503896E+18,2.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4179,+1.0830368E+18,+0.0000000E+00,-7.9503896E+18,1.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4180,+1.2008204E+18,+0.0000000E+00,-7.9503896E+18,1.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4181,+1.3878884E+18,+0.0000000E+00,-7.9503896E+18,6.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4182,+1.4155419E+18,+0.0000000E+00,-7.9503896E+18,5.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4183,+1.4458291E+18,+0.0000000E+00,-7.9503896E+18,5.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4184,+1.4793044E+18,+0.0000000E+00,-7.9503896E+18,4.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4185,+1.5167180E+18,+0.0000000E+00,-7.9503896E+18,4.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4186,+1.5591201E+18,+0.0000000E+00,-7.9503896E+18,3.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4187,+1.6080456E+18,+0.0000000E+00,-7.9503896E+18,3.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4188,+1.6658666E+18,+0.0000000E+00,-7.9503896E+18,2.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4189,+1.7365367E+18,+0.0000000E+00,-7.9503896E+18,2.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4190,+1.8273983E+18,+0.0000000E+00,-7.9503896E+18,1.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4191,+1.8381785E+18,+0.0000000E+00,-7.9503896E+18,1.4500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4192,+1.8493369E+18,+0.0000000E+00,-7.9503896E+18,1.4000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4193,+1.8609011E+18,+0.0000000E+00,-7.9503896E+18,1.3500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4194,+1.8729017E+18,+0.0000000E+00,-7.9503896E+18,1.3000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4195,+1.8853729E+18,+0.0000000E+00,-7.9503896E+18,1.2500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4196,+1.8983531E+18,+0.0000000E+00,-7.9503896E+18,1.2000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4197,+1.9118857E+18,+0.0000000E+00,-7.9503896E+18,1.1500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4198,+1.9260197E+18,+0.0000000E+00,-7.9503896E+18,1.1000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4199,+1.9408112E+18,+0.0000000E+00,-7.9503896E+18,1.0500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4200,+1.9423291E+18,+0.0000000E+00,-7.9503896E+18,1.0450000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4201,+1.9438544E+18,+0.0000000E+00,-7.9503896E+18,1.0400000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4202,+1.9453870E+18,+0.0000000E+00,-7.9503896E+18,1.0350000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4203,+1.9469270E+18,+0.0000000E+00,-7.9503896E+18,1.0300000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4204,+1.9484746E+18,+0.0000000E+00,-7.9503896E+18,1.0250000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4205,+1.9500296E+18,+0.0000000E+00,-7.9503896E+18,1.0200000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4206,+1.9515924E+18,+0.0000000E+00,-7.9503896E+18,1.0150000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4207,+1.9531628E+18,+0.0000000E+00,-7.9503896E+18,1.0100000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4208,+1.9547411E+18,+0.0000000E+00,-7.9503896E+18,1.0050000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4209,+1.9548993E+18,+0.0000000E+00,-7.9503896E+18,1.0045000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4210,+1.9550577E+18,+0.0000000E+00,-7.9503896E+18,1.0040000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4211,+1.9552161E+18,+0.0000000E+00,-7.9503896E+18,1.0035000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4212,+1.9553746E+18,+0.0000000E+00,-7.9503896E+18,1.0030000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4213,+1.9555331E+18,+0.0000000E+00,-7.9503896E+18,1.0025000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4214,+1.9556918E+18,+0.0000000E+00,-7.9503896E+18,1.0020000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4215,+1.9558505E+18,+0.0000000E+00,-7.9503896E+18,1.0015000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4216,+1.9560093E+18,+0.0000000E+00,-7.9503896E+18,1.0010000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4217,+1.9561682E+18,+0.0000000E+00,-7.9503896E+18,1.0005000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4218,+1.9563272E+18,+0.0000000E+00,-7.9503896E+18,1.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4219,-1.9563272E+18,+1.5900779E+18,-7.9503896E+18,1.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4220,-1.9561682E+18,+1.5900779E+18,-7.9503896E+18,1.0005000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4221,-1.9560093E+18,+1.5900779E+18,-7.9503896E+18,1.0010000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4222,-1.9558505E+18,+1.5900779E+18,-7.9503896E+18,1.0015000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4223,-1.9556918E+18,+1.5900779E+18,-7.9503896E+18,1.0020000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4224,-1.9555331E+18,+1.5900779E+18,-7.9503896E+18,1.0025000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4225,-1.9553746E+18,+1.5900779E+18,-7.9503896E+18,1.0030000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4226,-1.9552161E+18,+1.5900779E+18,-7.9503896E+18,1.0035000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4227,-1.9550577E+18,+1.5900779E+18,-7.9503896E+18,1.0040000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4228,-1.9548993E+18,+1.5900779E+18,-7.9503896E+18,1.0045000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4229,-1.9547411E+18,+1.5900779E+18,-7.9503896E+18,1.0050000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4230,-1.9531628E+18,+1.5900779E+18,-7.9503896E+18,1.0100000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4231,-1.9515924E+18,+1.5900779E+18,-7.9503896E+18,1.0150000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4232,-1.9500296E+18,+1.5900779E+18,-7.9503896E+18,1.0200000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4233,-1.9484746E+18,+1.5900779E+18,-7.9503896E+18,1.0250000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4234,-1.9469270E+18,+1.5900779E+18,-7.9503896E+18,1.0300000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4235,-1.9453870E+18,+1.5900779E+18,-7.9503896E+18,1.0350000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4236,-1.9438544E+18,+1.5900779E+18,-7.9503896E+18,1.0400000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4237,-1.9423291E+18,+1.5900779E+18,-7.9503896E+18,1.0450000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4238,-1.9408112E+18,+1.5900779E+18,-7.9503896E+18,1.0500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4239,-1.9260197E+18,+1.5900779E+18,-7.9503896E+18,1.1000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4240,-1.9118857E+18,+1.5900779E+18,-7.9503896E+18,1.1500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4241,-1.8983531E+18,+1.5900779E+18,-7.9503896E+18,1.2000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4242,-1.8853729E+18,+1.5900779E+18,-7.9503896E+18,1.2500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4243,-1.8729017E+18,+1.5900779E+18,-7.9503896E+18,1.3000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4244,-1.8609011E+18,+1.5900779E+18,-7.9503896E+18,1.3500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4245,-1.8493369E+18,+1.5900779E+18,-7.9503896E+18,1.4000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4246,-1.8381785E+18,+1.5900779E+18,-7.9503896E+18,1.4500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4247,-1.8273983E+18,+1.5900779E+18,-7.9503896E+18,1.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4248,-1.7365367E+18,+1.5900779E+18,-7.9503896E+18,2.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4249,-1.6658666E+18,+1.5900779E+18,-7.9503896E+18,2.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4250,-1.6080456E+18,+1.5900779E+18,-7.9503896E+18,3.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4251,-1.5591201E+18,+1.5900779E+18,-7.9503896E+18,3.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4252,-1.5167180E+18,+1.5900779E+18,-7.9503896E+18,4.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4253,-1.4793044E+18,+1.5900779E+18,-7.9503896E+18,4.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4254,-1.4458291E+18,+1.5900779E+18,-7.9503896E+18,5.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4255,-1.4155419E+18,+1.5900779E+18,-7.9503896E+18,5.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4256,-1.3878884E+18,+1.5900779E+18,-7.9503896E+18,6.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4257,-1.2008204E+18,+1.5900779E+18,-7.9503896E+18,1.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4258,-1.0830368E+18,+1.5900779E+18,-7.9503896E+18,1.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4259,-9.9708666E+17,+1.5900779E+18,-7.9503896E+18,2.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4260,-9.2942377E+17,+1.5900779E+18,-7.9503896E+18,2.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4261,-8.7363156E+17,+1.5900779E+18,-7.9503896E+18,3.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4262,-8.2616655E+17,+1.5900779E+18,-7.9503896E+18,3.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4263,-7.8486582E+17,+1.5900779E+18,-7.9503896E+18,4.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4264,-7.4831231E+17,+1.5900779E+18,-7.9503896E+18,4.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4265,-7.1552720E+17,+1.5900779E+18,-7.9503896E+18,5.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4266,-5.0630642E+17,+1.5900779E+18,-7.9503896E+18,1.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4267,-3.8010976E+17,+1.5900779E+18,-7.9503896E+18,1.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4268,-2.8976442E+17,+1.5900779E+18,-7.9503896E+18,2.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4269,-2.1940699E+17,+1.5900779E+18,-7.9503896E+18,2.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4270,-1.6179547E+17,+1.5900779E+18,-7.9503896E+18,3.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4271,-1.1302008E+17,+1.5900779E+18,-7.9503896E+18,3.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4272,-7.0730771E+16,+1.5900779E+18,-7.9503896E+18,4.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4273,-3.3404998E+16,+1.5900779E+18,-7.9503896E+18,4.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4274,+0.0000000E+00,+1.5900779E+18,-7.9503896E+18,5.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4275,+3.3404998E+16,+1.5900779E+18,-7.9503896E+18,4.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4276,+7.0730771E+16,+1.5900779E+18,-7.9503896E+18,4.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4277,+1.1302008E+17,+1.5900779E+18,-7.9503896E+18,3.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4278,+1.6179547E+17,+1.5900779E+18,-7.9503896E+18,3.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4279,+2.1940699E+17,+1.5900779E+18,-7.9503896E+18,2.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4280,+2.8976442E+17,+1.5900779E+18,-7.9503896E+18,2.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4281,+3.8010976E+17,+1.5900779E+18,-7.9503896E+18,1.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4282,+5.0630642E+17,+1.5900779E+18,-7.9503896E+18,1.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4283,+7.1552720E+17,+1.5900779E+18,-7.9503896E+18,5.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4284,+7.4831231E+17,+1.5900779E+18,-7.9503896E+18,4.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4285,+7.8486582E+17,+1.5900779E+18,-7.9503896E+18,4.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
4286,+8.2616655E+17,+1.5900779E+18,-7.9503896E+18,3.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
